company_name,url,source,hub_name,hub_type,company_number,postcode,ch_status,sic_code,company_size,incorporated,last_accounts,address,ch_validated,ch_match_score,ch_match_name,ch_concern,has_url,founded_year,description,sector_tags,stage,tech_keywords,employee_est,hiring_status,careers_url,has_careers_page,role_count,roles_json,contact_email
iot747,https://www.iot747.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,IoT solutions provider. Limited public information available.,"[""IoT""]",unknown,"IoT, connected devices",unknown,no_info,,False,0,[],
Forefront,https://www.forefront.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Technology company with limited publicly available information.,"[""software""]",unknown,unknown,unknown,no_info,,False,0,[],
Phantom Technology Ltd,https://www.phantomtechnology.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Technology firm. Limited public information available.,"[""hardware""]",unknown,unknown,unknown,no_info,,False,0,[],
Cambridge Kinetics,https://www.cambridgekinetics.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Biomechanics and motion analysis company. Limited public information available.,"[""healthtech""]",unknown,"biomechanics, motion, analysis",unknown,no_info,,False,0,[],
Pilot Creative Ltd,https://www.pilotcreative.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Creative agency and software company. Limited public information available.,"[""software""]",unknown,"creative, design",unknown,no_info,,False,0,[],
HDR Nova,https://www.hdrnova.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Imaging technology company focused on HDR solutions. Limited public information available.,"[""hardware""]",unknown,"imaging, HDR, video",unknown,no_info,,False,0,[],
Tebira Ltd,https://www.tebira.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Technology company. Limited public information available.,"[""software""]",unknown,unknown,unknown,no_info,,False,0,[],
Phil Wright Consultancy Ltd,https://www.philwrightconsultancy.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,,[],unknown,,unknown,no_info,,False,0,[],
Virtual Arts,https://www.virtualarts.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Virtual reality and immersive technology company. Limited public information available.,"[""software""]",unknown,"VR, virtual reality, immersive",unknown,no_info,,False,0,[],
LispWorks,https://www.lispworks.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,1992.0,Commercial Lisp and software development tools provider. Specializes in creating advanced development environments for building sophisticated applications.,"[""developer tools""]",established,"Lisp, development tools, programming",11-50,possibly_hiring,,False,0,[],
Green Custard Ltd,https://www.greencustard.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Environmental or sustainability-focused company. Limited public information available.,"[""cleantech""]",unknown,"sustainability, environment",unknown,no_info,,False,0,[],
Ellexus,https://www.ellexus.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,2014.0,"Ellexus develops software performance monitoring and optimization tools for HPC, AI, and data-intensive applications.","[""developer tools"", ""software""]",scaleup,"performance monitoring, HPC, AI, software optimization",51-200,possibly_hiring,,False,0,[],
Commsonic Ltd,https://www.commsonic.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,2008.0,Commsonic develops telecommunications and network communication solutions for carrier-grade applications and infrastructure.,"[""SaaS"", ""developer tools""]",scaleup,"telecommunications, networking, communications infrastructure",51-200,possibly_hiring,,False,0,[],
Archipelago Technology,https://www.archipelagotechnology.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Technology solutions company. Limited public information available.,"[""software""]",unknown,unknown,unknown,no_info,,False,0,[],
ACX Instruments Ltd,https://www.acxinstruments.com/,hub,St John's Innovation Centre,Technology Incubation,14273222.0,CB4 0WS,Active,71121 - Engineering design activities for industrial process and production,SMALL,03/08/2022,31/12/2024,"ST JOHN'S INNOVATION CENTRE, COWLEY ROAD, CAMBRIDGE",True,1.0,ACX INSTRUMENTS LTD,False,True,2022.0,ACX Instruments manufactures and supplies analytical and measuring instruments for laboratory and industrial testing applications.,"[""hardware"", ""research""]",established,"analytical instruments, laboratory equipment, testing",51-200,possibly_hiring,,False,0,[],
VNC Automotive Ltd,https://www.vncautomotive.com/,hub,St John's Innovation Centre,Technology Incubation,5822974.0,CB4 0WS,Active,62012 - Business and domestic software development,FULL,19/05/2006,31/12/2024,"EDINBURGH HOUSE ST JOHN'S INNOVATION PARK, COWLEY ROAD, CAMBRIDGE",True,0.5,VNC GROUP LIMITED,False,True,2006.0,Automotive technology company focusing on in-vehicle networking and software solutions. Develops software for vehicle control and connectivity.,"[""software"", ""IoT""]",established,"automotive, networking, vehicle software",51-200,possibly_hiring,,False,0,[],
Glenworth Associates Ltd,https://www.glenworthassociates.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Consulting or professional services company. Limited public information available.,"[""consulting""]",unknown,consulting,unknown,no_info,,False,0,[],
Deyton Bell,https://www.deytonbell.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Professional services or software company. Limited public information available.,"[""consulting""]",unknown,unknown,unknown,no_info,,False,0,[],
Praxis,https://www.praxis.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,,[],unknown,,unknown,no_info,,False,0,[],
Auril,https://www.auril.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,,[],unknown,,unknown,no_info,,False,0,[],
Sookio,https://www.sookio.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Digital marketing and e-commerce solutions company. Limited public information available.,"[""SaaS""]",unknown,"marketing, e-commerce, digital",unknown,no_info,,False,0,[],
Linaud Health,https://www.linaudhealth.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Healthcare technology company. Limited public information available.,"[""healthtech""]",unknown,"healthcare, health, medical",unknown,no_info,,False,0,[],
Enterprise East,https://www.enterpriseeast.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,,Business development or enterprise solutions company. Limited public information available.,"[""software""]",unknown,"enterprise, business",unknown,no_info,,False,0,[],
Netmatters Ltd,https://www.netmatters.com/,hub,St John's Innovation Centre,Technology Incubation,,,,,,,,,False,,,False,True,2008.0,"Full-service digital agency providing web design, development, and digital marketing services. Specializes in WordPress development and e-commerce solutions.","[""SaaS"", ""developer tools""]",scaleup,"web development, digital marketing, WordPress, e-commerce",51-200,actively_hiring,https://www.netmatters.com/careers,True,2,"[{""title"": ""Web Developer"", ""type"": ""full-time"", ""location"": ""Cambridge""}, {""title"": ""Digital Marketing Executive"", ""type"": ""full-time"", ""location"": ""Cambridge""}]",
Bensasson & Chalmers Ltd,https://www.bensassonchalmers.com/,hub,St John's Innovation Centre,Technology Incubation,3188792.0,CB4 0WS,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,19/04/1996,31/03/2025,"DIRAC HOUSE ST. JOHN'S INNOVATION PARK, COWLEY ROAD, CAMBRIDGE",True,1.0,BENSASSON & CHALMERS LIMITED,False,True,1996.0,"Bensasson & Chalmers provides intellectual property and patent services, specializing in technology law and innovation consulting.","[""consulting""]",scaleup,"intellectual property, patents, legal services, innovation",51-200,possibly_hiring,,False,0,[],
BioMed Realty,https://www.biomedrealty.com,hub,Granta Park,Science Park,,,,,,,,,False,,,False,True,2000.0,Real estate and property company serving the biomedical and life sciences sectors. Provides laboratory and office space to research and biotech companies.,"[""biotech""]",established,"real estate, biomedical, life sciences",200-1000,possibly_hiring,,False,0,[],
TWI,https://www.twi-global.com,hub,Granta Park,Science Park,,,,,,,,,False,,,False,True,1946.0,"Technology and research organization specializing in joining technology, materials, and inspection methods. Provides engineering solutions and materials science research for industrial applications.","[""research"", ""hardware""]",established,"materials science, welding, joining, inspection, manufacturing",200-1000,actively_hiring,https://www.twi-global.com/careers,True,2,"[{""title"": ""Materials Engineer"", ""type"": ""full-time"", ""location"": ""Cambridge""}, {""title"": ""Welding Technician"", ""type"": ""full-time"", ""location"": ""Cambridge""}]",
BIGHOKI,https://www.bighoki.com,hub,Cambridge Research Park,Research Park,,,,,,,,,False,,,False,True,,,[],unknown,,unknown,no_info,,False,0,[],
Bruntwood SciTech,https://bruntwoodscitech.com,hub,Melbourn Science Park,Science Park,,,,,,,,,False,,,False,True,,Science and technology property company providing laboratory and office space for research institutions and biotech companies. Limited hiring information available.,"[""biotech"", ""research""]",established,"biotech, real estate, science",200-1000,possibly_hiring,,False,0,[],
bit.bio,https://bit.bio,hub,Accelerate Cambridge,Business Acceleration,10466798.0,CB3 0QH,Active,72190 - Other research and experimental development on natural sciences and engineering,GROUP,07/11/2016,31/12/2024,"CAMBRIDGE HOUSE CAMBORO BUSINESS PARK, GIRTON, CAMBRIDGE",True,1.0,BIT BIO LIMITED,False,True,2016.0,Cellular programming company developing induced pluripotent stem cell (iPSC) technology and cell engineering. Provides tools and platforms for creating any human cell type for research and therapeutic applications.,"[""biotech"", ""cell therapy"", ""research"", ""drug discovery""]",scaleup,"iPSCs, cellular programming, cell engineering, regenerative medicine",51-200,actively_hiring,https://www.bit.bio/careers,True,0,[],
1SPATIAL GROUP LIMITED,https://www.1spatial.com,companies_house,,,4785688.0,CB25 9PB,Active,62020 - Information technology consultancy activities,FULL,03/06/2003,31/01/2024,"UNIT F7, STIRLING HOUSE CAMBRIDGE INNOVATION PARK, DENNY END ROAD, WATERBEACH, CAMBRIDGE",True,,,False,False,2003.0,"1Spatial provides geospatial data management and data integration solutions. The company specializes in location intelligence, data quality, and location-based analytics for enterprise customers across government, utilities, and logistics sectors.","[""data analytics"", ""software""]",scaleup,"geospatial, location intelligence, data integration, GIS, mapping",51-200,possibly_hiring,https://www.1spatial.com/careers,True,0,[],
1SPATIAL PLC,https://www.1spatial.com,companies_house,,,5429800.0,CB25 9PB,Active,62090 - Other information technology service activities,GROUP,20/04/2005,31/01/2025,"UNIT F7 STIRLING HOUSE CAMBRIDGE INNOVATION PARK, DENNY END ROAD, WATERBEACH, CAMBRIDGE",True,,,False,False,2005.0,"Public listed entity of 1Spatial Group providing geospatial data management, location intelligence and enterprise data integration solutions.","[""data analytics"", ""software""]",established,"geospatial, location intelligence, data integration, GIS",51-200,possibly_hiring,https://www.1spatial.com/careers,True,0,[],
24I UNIT MEDIA LIMITED,,companies_house,,,5054992.0,CB2 1PH,Active,62012 - Business and domestic software development,AUDIT EXEMPTION SUBSIDIARY,25/02/2004,30/11/2023,"BOTANIC HOUSE, 100 HILLS ROAD, CAMBRIDGE",True,,,False,False,2004.0,Software development company focused on business and domestic software solutions. Limited public information available about specific products or services.,"[""software""]",startup,"software development, business software",1-10,no_info,,False,0,[],
28 NORTH DISCOVERY LIMITED,,companies_house,,,10458979.0,CB4 0WN,Active,72110 - Research and experimental development on biotechnology,UNAUDITED ABRIDGED,02/11/2016,31/12/2024,"332 CAMBRIDGE SCIENCE PARK, , CAMBRIDGE",True,,,False,False,2016.0,Biotechnology research and development company focused on research and experimental development in biotechnology. Based at Cambridge Science Park.,"[""biotech"", ""drug discovery""]",startup,"biotechnology, drug discovery, life sciences",11-50,possibly_hiring,,False,0,[],
42 TECHNOLOGY LIMITED,https://www.42technology.com,companies_house,,,4341237.0,CB23 6DW,Active,72190 - Other research and experimental development on natural sciences and engineering,FULL,17/12/2001,31/12/2024,"BUILDING 1020 CAMBOURNE PARK SCIENCE & TECHNOLOGY CAMPUS, CAMBOURNE, CAMBRIDGE",True,,,False,False,2001.0,"42 Technology is a research and engineering consultancy specializing in complex product development, systems engineering, and advanced technology projects across aerospace, defense, and industrial sectors.","[""consulting"", ""research"", ""hardware""]",scaleup,"systems engineering, product development, aerospace, defense, R&D",51-200,possibly_hiring,https://www.42technology.com/careers,True,0,[],
ABZENA (CAMBRIDGE) LIMITED,https://www.abzena.com,companies_house,,,5318448.0,CB22 3AT,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,21/12/2004,31/12/2024,"BABRAHAM RESEARCH CAMPUS, BABRAHAM, CAMBRIDGE",True,,,False,False,2004.0,Abzena is a biotechnology company specializing in antibody and protein engineering research and development. The company provides contract research services for drug discovery and development.,"[""biotech"", ""drug discovery"", ""pharma""]",scaleup,"antibody engineering, protein engineering, contract research, drug discovery",51-200,possibly_hiring,https://www.abzena.com/careers,True,0,[],
ABZENA LIMITED,https://www.abzena.com,companies_house,,,8957107.0,CB22 3AT,Active,72110 - Research and experimental development on biotechnology,AUDIT EXEMPTION SUBSIDIARY,25/03/2014,31/12/2024,"BABRAHAM RESEARCH CAMPUS, BABRAHAM, CAMBRIDGE",True,,,False,False,2014.0,Abzena operates as a biotechnology research and development organization focused on antibody and protein therapeutics for the pharmaceutical industry.,"[""biotech"", ""drug discovery"", ""pharma""]",scaleup,"antibody, protein therapeutics, drug discovery, biotechnology",51-200,possibly_hiring,https://www.abzena.com/careers,True,0,[],
ACOUSTICAL CONTROL CONSULTANTS LIMITED,,companies_house,,,1602951.0,CB23 2TA,Active,71122 - Engineering related scientific and technical consulting activities,UNAUDITED ABRIDGED,09/12/1981,28/02/2025,"BROADWAY, BOURN, CAMBRIDGE",True,,,False,False,1981.0,Engineering consultancy specializing in acoustical engineering and related scientific consulting activities. Provides technical expertise in sound and noise control solutions.,"[""consulting"", ""hardware""]",established,"acoustics, noise control, engineering consulting, audio systems",11-50,no_info,,False,0,[],
ACOUSTICAL CONTROL ENGINEERS LIMITED,,companies_house,,,1061402.0,CB23 2TA,Active,71129 - Other engineering activities,UNAUDITED ABRIDGED,13/07/1972,28/02/2025,"BROADWAY, BOURN, CAMBRIDGE, CAMBRIDGESHIRE",True,,,False,False,1972.0,Engineering company providing specialized engineering solutions in acoustics and sound management. Established firm with decades of experience in acoustic engineering projects.,"[""consulting"", ""hardware""]",established,"acoustics, engineering, sound management, industrial solutions",11-50,no_info,,False,0,[],
ACTIGEN LIMITED,,companies_house,,,3433416.0,CB4 0WS,Active,72110 - Research and experimental development on biotechnology,SMALL,12/09/1997,31/12/2024,"ST JOHN'S INNOVATION CENTRE, COWLEY ROAD, CAMBRIDGE",True,,,False,False,1997.0,Biotechnology company focused on research and experimental development in biotechnology. Involved in genomics and life sciences research activities.,"[""biotech"", ""genomics""]",scaleup,"biotechnology, genomics, life sciences, research",11-50,possibly_hiring,,False,0,[],
ADS BIOTEC LIMITED,,companies_house,,,3257373.0,CB1 2JD,Active,21100 - Manufacture of basic pharmaceutical products,SMALL,01/10/1996,30/09/2025,"22 STATION ROAD, , CAMBRIDGE",True,,,False,False,1996.0,Biopharmaceutical company engaged in the manufacture of basic pharmaceutical products and biotechnology research. Focused on drug manufacturing and development.,"[""pharma"", ""biotech""]",scaleup,"pharmaceutical manufacturing, biotechnology, drug production",11-50,possibly_hiring,,False,0,[],
AFT CONSULT LIMITED,,companies_house,,,9221652.0,CB22 3EE,Active,71122 - Engineering related scientific and technical consulting activities,UNAUDITED ABRIDGED,17/09/2014,30/09/2024,"UNIT H, OWL BLDG. EATERN COUNTIES IND.EST. LONDON ROAD, PAMPISFORD, CAMBRIDGE",True,,,False,False,2014.0,Engineering consultancy providing scientific and technical consulting services. Specializes in engineering-related technical expertise and project delivery.,"[""consulting""]",startup,"engineering consulting, technical services",1-10,no_info,,False,0,[],
AGFA HEALTHCARE UK LIMITED,https://www.agfahealthcare.com,companies_house,,,6317215.0,CB1 3JS,Active,62090 - Other information technology service activities,FULL,18/07/2007,31/12/2024,"515 COLDHAMS LANE, , CAMBRIDGE",True,,,False,False,2007.0,Agfa Healthcare provides healthcare IT solutions and digital imaging systems for the medical and healthcare sector. Delivers software and systems for hospitals and diagnostic facilities.,"[""healthtech"", ""software"", ""medtech""]",established,"healthcare IT, medical imaging, digital health, enterprise software",200-1000,possibly_hiring,https://www.agfahealthcare.com/careers,True,0,[],
AICOMP UK LIMITED,,companies_house,,,10960759.0,CB1 2LA,Active,62020 - Information technology consultancy activities,SMALL,13/09/2017,31/12/2024,"SALISBURY HOUSE, 2-3 SALISBURY VILLAS, CAMBRIDGE",True,,,False,False,2017.0,Information technology consultancy company providing IT consulting and technical services. Offers software development and technology advisory services.,"[""software"", ""consulting""]",startup,"IT consulting, software development, technology services",1-10,no_info,,False,0,[],
ALEMBA LIMITED,https://www.alemba.com,companies_house,,,6322945.0,CB1 2LA,Active,62090 - Other information technology service activities,SMALL,24/07/2007,31/12/2024,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2007.0,Software company providing IT service management and enterprise software solutions. Delivers IT operations and service desk software platforms.,"[""software"", ""SaaS""]",scaleup,"service management, enterprise software, IT operations, SaaS",11-50,possibly_hiring,https://www.alemba.com/careers,True,0,[],
ALEMBA TOPCO LIMITED,https://www.alemba.com,companies_house,,,8959846.0,CB1 2LA,Active,62012 - Business and domestic software development,SMALL,26/03/2014,31/12/2024,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2014.0,Parent company of Alemba providing business and domestic software development solutions. Focus on enterprise software and IT management systems.,"[""software"", ""SaaS""]",scaleup,"software development, enterprise solutions, business software",11-50,possibly_hiring,https://www.alemba.com/careers,True,0,[],
ALLOY THERAPEUTICS UK LIMITED,,companies_house,,,11870377.0,CB21 6GP,Active,72110 - Research and experimental development on biotechnology,SMALL,08/03/2019,31/12/2024,"UNIT 3 MCCLINTOCK BUILDING, GRANTA PARK, GREAT ABINGTON",True,,,False,False,2019.0,Biotechnology company focused on research and experimental development in biotechnology. Engaged in drug discovery and therapeutic development.,"[""biotech"", ""drug discovery"", ""pharma""]",startup,"biotechnology, drug discovery, therapeutics, life sciences",11-50,possibly_hiring,,False,0,[],
AMANTYS POWER ELECTRONICS LTD.,,companies_house,,,9618523.0,CB24 9PT,Active,71129 - Other engineering activities,SMALL,02/06/2015,31/12/2024,"D3 PIONEER COURT VISION PARK, HISTON, CAMBRIDGE",True,,,False,False,2015.0,Engineering company specializing in power electronics research and development. Focused on advanced electronic systems and power conversion technologies.,"[""hardware"", ""research""]",startup,"power electronics, engineering, semiconductor, electronic design",11-50,possibly_hiring,,False,0,[],
AMPHISTA THERAPEUTICS LIMITED,https://www.amphista.com,companies_house,,,11119959.0,CB21 6GQ,Active,72110 - Research and experimental development on biotechnology,GROUP,20/12/2017,31/12/2024,"THE CORI BUILDING GRANTA PARK, GREAT ABINGTON, CAMBRIDGE",True,,,False,False,2017.0,Amphista Therapeutics is a biopharmaceutical company focused on targeted protein degradation and drug discovery. Develops innovative therapeutics using proprietary degradation technologies.,"[""biotech"", ""drug discovery"", ""pharma""]",scaleup,"protein degradation, drug discovery, therapeutics, biotechnology",51-200,actively_hiring,https://www.amphista.com/careers,True,0,[],
APICAL LIMITED,https://www.apical.com,companies_house,,,3701846.0,CB1 9NJ,Active,26110 - Manufacture of electronic components,AUDIT EXEMPTION SUBSIDIARY,26/01/1999,31/03/2025,"110 FULBOURN ROAD, , CAMBRIDGE",True,,,False,False,1999.0,Apical designs and manufactures electronic components and semiconductors for consumer electronics and industrial applications.,"[""semiconductors"", ""hardware""]",scaleup,"semiconductors, electronic components, chip design, consumer electronics",51-200,possibly_hiring,https://www.apical.com/careers,True,0,[],
APOLLO AP04 LIMITED,,companies_house,,,13594883.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,31/08/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Appears to be part of an Apollo investment portfolio or holding structure.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP05 LIMITED,,companies_house,,,13735245.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,10/11/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Part of Apollo investment portfolio structure.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP08 LIMITED,,companies_house,,,13594874.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,31/08/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Subsidiary of Apollo investment portfolio.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP09 LIMITED,,companies_house,,,13735253.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,10/11/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Part of Apollo investment vehicle structure.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP10 LIMITED,,companies_house,,,13886072.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,01/02/2022,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2022.0,Research and experimental development company in natural sciences and engineering. Investment vehicle subsidiary.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP13 LIMITED,,companies_house,,,13736377.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,10/11/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Part of Apollo investment structure.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP20 LIMITED,,companies_house,,,13736381.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,10/11/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Investment portfolio vehicle.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP21 LIMITED,,companies_house,,,13737726.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,11/11/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Apollo portfolio investment subsidiary.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP23 LIMITED,,companies_house,,,13737736.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,11/11/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Part of Apollo investment portfolio.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP24 LIMITED,,companies_house,,,13737746.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,11/11/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Investment vehicle subsidiary.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP28 LIMITED,,companies_house,,,13886082.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,01/02/2022,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2022.0,Research and experimental development company in natural sciences and engineering. Part of Apollo portfolio structure.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP30 LIMITED,,companies_house,,,13737762.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,11/11/2021,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2021.0,Research and experimental development company in natural sciences and engineering. Investment portfolio vehicle.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP39 LIMITED,,companies_house,,,14395980.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,04/10/2022,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2022.0,Research and experimental development company in natural sciences and engineering. Part of Apollo investment structure.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP40 LIMITED,,companies_house,,,15508393.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,20/02/2024,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2024.0,Research and experimental development company in natural sciences and engineering. Apollo portfolio investment vehicle.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP43 LIMITED,,companies_house,,,14237787.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,15/07/2022,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2022.0,Research and experimental development company in natural sciences and engineering. Investment structure subsidiary.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP48 LIMITED,,companies_house,,,15494545.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,16/02/2024,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2024.0,Research and experimental development company in natural sciences and engineering. Part of Apollo portfolio structure.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
APOLLO AP52 LIMITED,,companies_house,,,15822012.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,AUDIT EXEMPTION SUBSIDIARY,05/07/2024,31/12/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2024.0,Research and experimental development company in natural sciences and engineering. Apollo investment portfolio vehicle.,"[""research""]",startup,"research and development, natural sciences, engineering",unknown,no_info,,False,0,[],
ASTEX THERAPEUTICS LIMITED,https://www.astex-therapeutics.com,companies_house,,,3751674.0,CB4 0QA,Active,72110 - Research and experimental development on biotechnology,FULL,14/04/1999,31/12/2024,"436 CAMBRIDGE SCIENCE PARK, MILTON ROAD, CAMBRIDGE",True,,,False,False,1999.0,Astex Therapeutics is a biopharmaceutical company specializing in drug discovery and development. The company focuses on small molecule therapeutics and novel drug targets for cancer and other diseases.,"[""biotech"", ""drug discovery"", ""pharma""]",scaleup,"drug discovery, small molecule therapeutics, oncology, pharmaceutical development",200-1000,actively_hiring,https://www.astex-therapeutics.com/careers,True,0,[],
